Comunidades y Ciudades Autónomas;Nacionalidad;Edad;Periodo;Total
01 Andalucía;Extranjera;De 20 a 24 años;2010;91,51
01 Andalucía;Extranjera;De 20 a 24 años;2009;94,08
01 Andalucía;Extranjera;De 20 a 24 años;2008;101,93
01 Andalucía;Extranjera;De 20 a 24 años;2007;99,17
01 Andalucía;Extranjera;De 20 a 24 años;2006;92,26
01 Andalucía;Extranjera;De 20 a 24 años;2005;89,39
01 Andalucía;Extranjera;De 20 a 24 años;2004;106,69
01 Andalucía;Extranjera;De 20 a 24 años;2003;103,14
01 Andalucía;Extranjera;De 20 a 24 años;2002;104,17
01 Andalucía;Extranjera;De 20 a 24 años;2001;
01 Andalucía;Extranjera;De 20 a 24 años;2000;
01 Andalucía;Extranjera;De 20 a 24 años;1999;
01 Andalucía;Extranjera;De 20 a 24 años;1998;
01 Andalucía;Extranjera;De 20 a 24 años;1997;
01 Andalucía;Extranjera;De 20 a 24 años;1996;
01 Andalucía;Extranjera;De 20 a 24 años;1995;
01 Andalucía;Extranjera;De 20 a 24 años;1994;
01 Andalucía;Extranjera;De 20 a 24 años;1993;
01 Andalucía;Extranjera;De 20 a 24 años;1992;
01 Andalucía;Extranjera;De 20 a 24 años;1991;
01 Andalucía;Extranjera;De 20 a 24 años;1990;
01 Andalucía;Extranjera;De 20 a 24 años;1989;
01 Andalucía;Extranjera;De 20 a 24 años;1988;
01 Andalucía;Extranjera;De 20 a 24 años;1987;
01 Andalucía;Extranjera;De 20 a 24 años;1986;
01 Andalucía;Extranjera;De 20 a 24 años;1985;
01 Andalucía;Extranjera;De 20 a 24 años;1984;
01 Andalucía;Extranjera;De 20 a 24 años;1983;
01 Andalucía;Extranjera;De 20 a 24 años;1982;
01 Andalucía;Extranjera;De 20 a 24 años;1981;
01 Andalucía;Extranjera;De 20 a 24 años;1980;
01 Andalucía;Extranjera;De 20 a 24 años;1979;
01 Andalucía;Extranjera;De 20 a 24 años;1978;
01 Andalucía;Extranjera;De 20 a 24 años;1977;
01 Andalucía;Extranjera;De 20 a 24 años;1976;
01 Andalucía;Extranjera;De 20 a 24 años;1975;
01 Andalucía;Extranjera;De 25 a 29 años;2024;69,03
01 Andalucía;Extranjera;De 25 a 29 años;2023;73,37
01 Andalucía;Extranjera;De 25 a 29 años;2022;76,2
01 Andalucía;Extranjera;De 25 a 29 años;2021;77,75
01 Andalucía;Extranjera;De 25 a 29 años;2020;83,72
01 Andalucía;Extranjera;De 25 a 29 años;2019;92,28
01 Andalucía;Extranjera;De 25 a 29 años;2018;94,02
01 Andalucía;Extranjera;De 25 a 29 años;2017;95,62
01 Andalucía;Extranjera;De 25 a 29 años;2016;100,04
01 Andalucía;Extranjera;De 25 a 29 años;2015;93,96
01 Andalucía;Extranjera;De 25 a 29 años;2014;87,84
01 Andalucía;Extranjera;De 25 a 29 años;2013;82,69
01 Andalucía;Extranjera;De 25 a 29 años;2012;86,21
01 Andalucía;Extranjera;De 25 a 29 años;2011;85,73
01 Andalucía;Extranjera;De 25 a 29 años;2010;89,02
01 Andalucía;Extranjera;De 25 a 29 años;2009;91,76
01 Andalucía;Extranjera;De 25 a 29 años;2008;100,49
01 Andalucía;Extranjera;De 25 a 29 años;2007;93,9
01 Andalucía;Extranjera;De 25 a 29 años;2006;91,3
01 Andalucía;Extranjera;De 25 a 29 años;2005;83,35
01 Andalucía;Extranjera;De 25 a 29 años;2004;105,23
01 Andalucía;Extranjera;De 25 a 29 años;2003;103,46
01 Andalucía;Extranjera;De 25 a 29 años;2002;105,52
01 Andalucía;Extranjera;De 25 a 29 años;2001;
01 Andalucía;Extranjera;De 25 a 29 años;2000;
01 Andalucía;Extranjera;De 25 a 29 años;1999;
01 Andalucía;Extranjera;De 25 a 29 años;1998;
01 Andalucía;Extranjera;De 25 a 29 años;1997;
01 Andalucía;Extranjera;De 25 a 29 años;1996;
01 Andalucía;Extranjera;De 25 a 29 años;1995;
01 Andalucía;Extranjera;De 25 a 29 años;1994;
01 Andalucía;Extranjera;De 25 a 29 años;1993;
01 Andalucía;Extranjera;De 25 a 29 años;1992;
01 Andalucía;Extranjera;De 25 a 29 años;1991;
01 Andalucía;Extranjera;De 25 a 29 años;1990;
01 Andalucía;Extranjera;De 25 a 29 años;1989;
01 Andalucía;Extranjera;De 25 a 29 años;1988;
01 Andalucía;Extranjera;De 25 a 29 años;1987;
01 Andalucía;Extranjera;De 25 a 29 años;1986;
01 Andalucía;Extranjera;De 25 a 29 años;1985;
01 Andalucía;Extranjera;De 25 a 29 años;1984;
01 Andalucía;Extranjera;De 25 a 29 años;1983;
01 Andalucía;Extranjera;De 25 a 29 años;1982;
01 Andalucía;Extranjera;De 25 a 29 años;1981;
01 Andalucía;Extranjera;De 25 a 29 años;1980;
01 Andalucía;Extranjera;De 25 a 29 años;1979;
01 Andalucía;Extranjera;De 25 a 29 años;1978;
01 Andalucía;Extranjera;De 25 a 29 años;1977;
01 Andalucía;Extranjera;De 25 a 29 años;1976;
01 Andalucía;Extranjera;De 25 a 29 años;1975;
01 Andalucía;Extranjera;De 30 a 34 años;2024;70,66
01 Andalucía;Extranjera;De 30 a 34 años;2023;72,58
01 Andalucía;Extranjera;De 30 a 34 años;2022;75,25
01 Andalucía;Extranjera;De 30 a 34 años;2021;75,74
01 Andalucía;Extranjera;De 30 a 34 años;2020;76,81
01 Andalucía;Extranjera;De 30 a 34 años;2019;87,91
01 Andalucía;Extranjera;De 30 a 34 años;2018;85,44
01 Andalucía;Extranjera;De 30 a 34 años;2017;84,72
01 Andalucía;Extranjera;De 30 a 34 años;2016;84,84
01 Andalucía;Extranjera;De 30 a 34 años;2015;79,7
01 Andalucía;Extranjera;De 30 a 34 años;2014;77,54
01 Andalucía;Extranjera;De 30 a 34 años;2013;69,58
01 Andalucía;Extranjera;De 30 a 34 años;2012;72
01 Andalucía;Extranjera;De 30 a 34 años;2011;74,78
01 Andalucía;Extranjera;De 30 a 34 años;2010;77,41
01 Andalucía;Extranjera;De 30 a 34 años;2009;77,38
01 Andalucía;Extranjera;De 30 a 34 años;2008;82,25
01 Andalucía;Extranjera;De 30 a 34 años;2007;79,29
01 Andalucía;Extranjera;De 30 a 34 años;2006;76,84
01 Andalucía;Extranjera;De 30 a 34 años;2005;78,81
01 Andalucía;Extranjera;De 30 a 34 años;2004;89,12
01 Andalucía;Extranjera;De 30 a 34 años;2003;83,75
01 Andalucía;Extranjera;De 30 a 34 años;2002;84,87
01 Andalucía;Extranjera;De 30 a 34 años;2001;
01 Andalucía;Extranjera;De 30 a 34 años;2000;
01 Andalucía;Extranjera;De 30 a 34 años;1999;
01 Andalucía;Extranjera;De 30 a 34 años;1998;
01 Andalucía;Extranjera;De 30 a 34 años;1997;
01 Andalucía;Extranjera;De 30 a 34 años;1996;
01 Andalucía;Extranjera;De 30 a 34 años;1995;
01 Andalucía;Extranjera;De 30 a 34 años;1994;
01 Andalucía;Extranjera;De 30 a 34 años;1993;
01 Andalucía;Extranjera;De 30 a 34 años;1992;
01 Andalucía;Extranjera;De 30 a 34 años;1991;
01 Andalucía;Extranjera;De 30 a 34 años;1990;
01 Andalucía;Extranjera;De 30 a 34 años;1989;
01 Andalucía;Extranjera;De 30 a 34 años;1988;
01 Andalucía;Extranjera;De 30 a 34 años;1987;
01 Andalucía;Extranjera;De 30 a 34 años;1986;
01 Andalucía;Extranjera;De 30 a 34 años;1985;
01 Andalucía;Extranjera;De 30 a 34 años;1984;
01 Andalucía;Extranjera;De 30 a 34 años;1983;
01 Andalucía;Extranjera;De 30 a 34 años;1982;
01 Andalucía;Extranjera;De 30 a 34 años;1981;
01 Andalucía;Extranjera;De 30 a 34 años;1980;
01 Andalucía;Extranjera;De 30 a 34 años;1979;
01 Andalucía;Extranjera;De 30 a 34 años;1978;
01 Andalucía;Extranjera;De 30 a 34 años;1977;
01 Andalucía;Extranjera;De 30 a 34 años;1976;
01 Andalucía;Extranjera;De 30 a 34 años;1975;
01 Andalucía;Extranjera;De 35 a 39 años;2024;47,99
01 Andalucía;Extranjera;De 35 a 39 años;2023;48,89
01 Andalucía;Extranjera;De 35 a 39 años;2022;48,71
01 Andalucía;Extranjera;De 35 a 39 años;2021;51,17
01 Andalucía;Extranjera;De 35 a 39 años;2020;52,57
01 Andalucía;Extranjera;De 35 a 39 años;2019;56,84
01 Andalucía;Extranjera;De 35 a 39 años;2018;52,94
01 Andalucía;Extranjera;De 35 a 39 años;2017;51,18
01 Andalucía;Extranjera;De 35 a 39 años;2016;52,18
01 Andalucía;Extranjera;De 35 a 39 años;2015;48,75
01 Andalucía;Extranjera;De 35 a 39 años;2014;47,55
01 Andalucía;Extranjera;De 35 a 39 años;2013;47,29
01 Andalucía;Extranjera;De 35 a 39 años;2012;43,4
01 Andalucía;Extranjera;De 35 a 39 años;2011;47,03
01 Andalucía;Extranjera;De 35 a 39 años;2010;48,95
01 Andalucía;Extranjera;De 35 a 39 años;2009;49,16
01 Andalucía;Extranjera;De 35 a 39 años;2008;52,2
01 Andalucía;Extranjera;De 35 a 39 años;2007;50,74
01 Andalucía;Extranjera;De 35 a 39 años;2006;49,11
01 Andalucía;Extranjera;De 35 a 39 años;2005;46,68
01 Andalucía;Extranjera;De 35 a 39 años;2004;51,86
01 Andalucía;Extranjera;De 35 a 39 años;2003;50,58
01 Andalucía;Extranjera;De 35 a 39 años;2002;51,89
01 Andalucía;Extranjera;De 35 a 39 años;2001;
01 Andalucía;Extranjera;De 35 a 39 años;2000;
01 Andalucía;Extranjera;De 35 a 39 años;1999;
01 Andalucía;Extranjera;De 35 a 39 años;1998;
01 Andalucía;Extranjera;De 35 a 39 años;1997;
01 Andalucía;Extranjera;De 35 a 39 años;1996;
01 Andalucía;Extranjera;De 35 a 39 años;1995;
01 Andalucía;Extranjera;De 35 a 39 años;1994;
01 Andalucía;Extranjera;De 35 a 39 años;1993;
01 Andalucía;Extranjera;De 35 a 39 años;1992;
01 Andalucía;Extranjera;De 35 a 39 años;1991;
01 Andalucía;Extranjera;De 35 a 39 años;1990;
01 Andalucía;Extranjera;De 35 a 39 años;1989;
01 Andalucía;Extranjera;De 35 a 39 años;1988;
01 Andalucía;Extranjera;De 35 a 39 años;1987;
01 Andalucía;Extranjera;De 35 a 39 años;1986;
01 Andalucía;Extranjera;De 35 a 39 años;1985;
01 Andalucía;Extranjera;De 35 a 39 años;1984;
01 Andalucía;Extranjera;De 35 a 39 años;1983;
01 Andalucía;Extranjera;De 35 a 39 años;1982;
01 Andalucía;Extranjera;De 35 a 39 años;1981;
01 Andalucía;Extranjera;De 35 a 39 años;1980;
01 Andalucía;Extranjera;De 35 a 39 años;1979;
01 Andalucía;Extranjera;De 35 a 39 años;1978;
01 Andalucía;Extranjera;De 35 a 39 años;1977;
01 Andalucía;Extranjera;De 35 a 39 años;1976;
01 Andalucía;Extranjera;De 35 a 39 años;1975;
01 Andalucía;Extranjera;De 40 a 44 años;2024;15,75
01 Andalucía;Extranjera;De 40 a 44 años;2023;16,56
01 Andalucía;Extranjera;De 40 a 44 años;2022;16,39
01 Andalucía;Extranjera;De 40 a 44 años;2021;17,87
01 Andalucía;Extranjera;De 40 a 44 años;2020;17,73
01 Andalucía;Extranjera;De 40 a 44 años;2019;18,46
01 Andalucía;Extranjera;De 40 a 44 años;2018;18,88
01 Andalucía;Extranjera;De 40 a 44 años;2017;16,73
01 Andalucía;Extranjera;De 40 a 44 años;2016;15,89
01 Andalucía;Extranjera;De 40 a 44 años;2015;16,24
01 Andalucía;Extranjera;De 40 a 44 años;2014;14,09
01 Andalucía;Extranjera;De 40 a 44 años;2013;14,55
01 Andalucía;Extranjera;De 40 a 44 años;2012;14,65
01 Andalucía;Extranjera;De 40 a 44 años;2011;13,24
01 Andalucía;Extranjera;De 40 a 44 años;2010;14,18
01 Andalucía;Extranjera;De 40 a 44 años;2009;14,3
01 Andalucía;Extranjera;De 40 a 44 años;2008;15,68
01 Andalucía;Extranjera;De 40 a 44 años;2007;15,4
01 Andalucía;Extranjera;De 40 a 44 años;2006;13,59
01 Andalucía;Extranjera;De 40 a 44 años;2005;13,45
01 Andalucía;Extranjera;De 40 a 44 años;2004;16,3
01 Andalucía;Extranjera;De 40 a 44 años;2003;14,11
01 Andalucía;Extranjera;De 40 a 44 años;2002;13,19
01 Andalucía;Extranjera;De 40 a 44 años;2001;
01 Andalucía;Extranjera;De 40 a 44 años;2000;
01 Andalucía;Extranjera;De 40 a 44 años;1999;
01 Andalucía;Extranjera;De 40 a 44 años;1998;
01 Andalucía;Extranjera;De 40 a 44 años;1997;
01 Andalucía;Extranjera;De 40 a 44 años;1996;
01 Andalucía;Extranjera;De 40 a 44 años;1995;
01 Andalucía;Extranjera;De 40 a 44 años;1994;
01 Andalucía;Extranjera;De 40 a 44 años;1993;
01 Andalucía;Extranjera;De 40 a 44 años;1992;
01 Andalucía;Extranjera;De 40 a 44 años;1991;
01 Andalucía;Extranjera;De 40 a 44 años;1990;
01 Andalucía;Extranjera;De 40 a 44 años;1989;
01 Andalucía;Extranjera;De 40 a 44 años;1988;
01 Andalucía;Extranjera;De 40 a 44 años;1987;
01 Andalucía;Extranjera;De 40 a 44 años;1986;
01 Andalucía;Extranjera;De 40 a 44 años;1985;
01 Andalucía;Extranjera;De 40 a 44 años;1984;
01 Andalucía;Extranjera;De 40 a 44 años;1983;
01 Andalucía;Extranjera;De 40 a 44 años;1982;
01 Andalucía;Extranjera;De 40 a 44 años;1981;
01 Andalucía;Extranjera;De 40 a 44 años;1980;
01 Andalucía;Extranjera;De 40 a 44 años;1979;
01 Andalucía;Extranjera;De 40 a 44 años;1978;
01 Andalucía;Extranjera;De 40 a 44 años;1977;
01 Andalucía;Extranjera;De 40 a 44 años;1976;
01 Andalucía;Extranjera;De 40 a 44 años;1975;
01 Andalucía;Extranjera;De 45 a 49 años;2024;1,39
01 Andalucía;Extranjera;De 45 a 49 años;2023;1,83
01 Andalucía;Extranjera;De 45 a 49 años;2022;2,46
01 Andalucía;Extranjera;De 45 a 49 años;2021;2,18
01 Andalucía;Extranjera;De 45 a 49 años;2020;1,48
01 Andalucía;Extranjera;De 45 a 49 años;2019;1,36
01 Andalucía;Extranjera;De 45 a 49 años;2018;1,13
01 Andalucía;Extranjera;De 45 a 49 años;2017;1,27
01 Andalucía;Extranjera;De 45 a 49 años;2016;1,71
01 Andalucía;Extranjera;De 45 a 49 años;2015;1,25
01 Andalucía;Extranjera;De 45 a 49 años;2014;1,41
01 Andalucía;Extranjera;De 45 a 49 años;2013;1,32
01 Andalucía;Extranjera;De 45 a 49 años;2012;1,43
01 Andalucía;Extranjera;De 45 a 49 años;2011;1,09
01 Andalucía;Extranjera;De 45 a 49 años;2010;0,99
01 Andalucía;Extranjera;De 45 a 49 años;2009;1,41
01 Andalucía;Extranjera;De 45 a 49 años;2008;1,25
01 Andalucía;Extranjera;De 45 a 49 años;2007;0,76
01 Andalucía;Extranjera;De 45 a 49 años;2006;1,41
01 Andalucía;Extranjera;De 45 a 49 años;2005;1,16
01 Andalucía;Extranjera;De 45 a 49 años;2004;1
01 Andalucía;Extranjera;De 45 a 49 años;2003;0,83
01 Andalucía;Extranjera;De 45 a 49 años;2002;1,49
01 Andalucía;Extranjera;De 45 a 49 años;2001;
01 Andalucía;Extranjera;De 45 a 49 años;2000;
01 Andalucía;Extranjera;De 45 a 49 años;1999;
01 Andalucía;Extranjera;De 45 a 49 años;1998;
01 Andalucía;Extranjera;De 45 a 49 años;1997;
01 Andalucía;Extranjera;De 45 a 49 años;1996;
01 Andalucía;Extranjera;De 45 a 49 años;1995;
01 Andalucía;Extranjera;De 45 a 49 años;1994;
01 Andalucía;Extranjera;De 45 a 49 años;1993;
01 Andalucía;Extranjera;De 45 a 49 años;1992;
01 Andalucía;Extranjera;De 45 a 49 años;1991;
01 Andalucía;Extranjera;De 45 a 49 años;1990;
01 Andalucía;Extranjera;De 45 a 49 años;1989;
01 Andalucía;Extranjera;De 45 a 49 años;1988;
01 Andalucía;Extranjera;De 45 a 49 años;1987;
01 Andalucía;Extranjera;De 45 a 49 años;1986;
01 Andalucía;Extranjera;De 45 a 49 años;1985;
01 Andalucía;Extranjera;De 45 a 49 años;1984;
01 Andalucía;Extranjera;De 45 a 49 años;1983;
01 Andalucía;Extranjera;De 45 a 49 años;1982;
01 Andalucía;Extranjera;De 45 a 49 años;1981;
01 Andalucía;Extranjera;De 45 a 49 años;1980;
01 Andalucía;Extranjera;De 45 a 49 años;1979;
01 Andalucía;Extranjera;De 45 a 49 años;1978;
01 Andalucía;Extranjera;De 45 a 49 años;1977;
01 Andalucía;Extranjera;De 45 a 49 años;1976;
01 Andalucía;Extranjera;De 45 a 49 años;1975;
01 Andalucía;Extranjera;50 y más años;2024;0,59
01 Andalucía;Extranjera;50 y más años;2023;0,95
01 Andalucía;Extranjera;50 y más años;2022;0,34
01 Andalucía;Extranjera;50 y más años;2021;0,91
01 Andalucía;Extranjera;50 y más años;2020;1,16
01 Andalucía;Extranjera;50 y más años;2019;1,21
01 Andalucía;Extranjera;50 y más años;2018;0,85
01 Andalucía;Extranjera;50 y más años;2017;0,92
01 Andalucía;Extranjera;50 y más años;2016;0,49
01 Andalucía;Extranjera;50 y más años;2015;0,49
01 Andalucía;Extranjera;50 y más años;2014;0,75
01 Andalucía;Extranjera;50 y más años;2013;0,25
01 Andalucía;Extranjera;50 y más años;2012;1,04
01 Andalucía;Extranjera;50 y más años;2011;0
01 Andalucía;Extranjera;50 y más años;2010;1,07
01 Andalucía;Extranjera;50 y más años;2009;1,4
01 Andalucía;Extranjera;50 y más años;2008;0,3
01 Andalucía;Extranjera;50 y más años;2007;0,34
01 Andalucía;Extranjera;50 y más años;2006;1,59
01 Andalucía;Extranjera;50 y más años;2005;0,45
01 Andalucía;Extranjera;50 y más años;2004;0
01 Andalucía;Extranjera;50 y más años;2003;0
01 Andalucía;Extranjera;50 y más años;2002;0
01 Andalucía;Extranjera;50 y más años;2001;
01 Andalucía;Extranjera;50 y más años;2000;
01 Andalucía;Extranjera;50 y más años;1999;
01 Andalucía;Extranjera;50 y más años;1998;
01 Andalucía;Extranjera;50 y más años;1997;
01 Andalucía;Extranjera;50 y más años;1996;
01 Andalucía;Extranjera;50 y más años;1995;
01 Andalucía;Extranjera;50 y más años;1994;
01 Andalucía;Extranjera;50 y más años;1993;
01 Andalucía;Extranjera;50 y más años;1992;
01 Andalucía;Extranjera;50 y más años;1991;
01 Andalucía;Extranjera;50 y más años;1990;
01 Andalucía;Extranjera;50 y más años;1989;
01 Andalucía;Extranjera;50 y más años;1988;
01 Andalucía;Extranjera;50 y más años;1987;
01 Andalucía;Extranjera;50 y más años;1986;
01 Andalucía;Extranjera;50 y más años;1985;
01 Andalucía;Extranjera;50 y más años;1984;
01 Andalucía;Extranjera;50 y más años;1983;
01 Andalucía;Extranjera;50 y más años;1982;
01 Andalucía;Extranjera;50 y más años;1981;
01 Andalucía;Extranjera;50 y más años;1980;
01 Andalucía;Extranjera;50 y más años;1979;
01 Andalucía;Extranjera;50 y más años;1978;
01 Andalucía;Extranjera;50 y más años;1977;
01 Andalucía;Extranjera;50 y más años;1976;
01 Andalucía;Extranjera;50 y más años;1975;
02 Aragón;Ambas nacionalidades;De 10 a 14 años;2024;0,03
02 Aragón;Ambas nacionalidades;De 10 a 14 años;2023;0,06
02 Aragón;Ambas nacionalidades;De 10 a 14 años;2022;0,03
02 Aragón;Ambas nacionalidades;De 10 a 14 años;2021;0,03
02 Aragón;Ambas nacionalidades;De 10 a 14 años;2020;0,03
02 Aragón;Ambas nacionalidades;De 10 a 14 años;2019;0,09
02 Aragón;Ambas nacionalidades;De 10 a 14 años;2018;0,06
02 Aragón;Ambas nacionalidades;De 10 a 14 años;2017;0,13
02 Aragón;Ambas nacionalidades;De 10 a 14 años;2016;0,13
02 Aragón;Ambas nacionalidades;De 10 a 14 años;2015;0,03
02 Aragón;Ambas nacionalidades;De 10 a 14 años;2014;0,1
02 Aragón;Ambas nacionalidades;De 10 a 14 años;2013;0,03
02 Aragón;Ambas nacionalidades;De 10 a 14 años;2012;0,21
02 Aragón;Ambas nacionalidades;De 10 a 14 años;2011;0,04
02 Aragón;Ambas nacionalidades;De 10 a 14 años;2010;0,18
02 Aragón;Ambas nacionalidades;De 10 a 14 años;2009;0,11
02 Aragón;Ambas nacionalidades;De 10 a 14 años;2008;0,07
02 Aragón;Ambas nacionalidades;De 10 a 14 años;2007;0,04
02 Aragón;Ambas nacionalidades;De 10 a 14 años;2006;0,15
02 Aragón;Ambas nacionalidades;De 10 a 14 años;2005;0,04
02 Aragón;Ambas nacionalidades;De 10 a 14 años;2004;0
02 Aragón;Ambas nacionalidades;De 10 a 14 años;2003;0,08
02 Aragón;Ambas nacionalidades;De 10 a 14 años;2002;0,11
02 Aragón;Ambas nacionalidades;De 10 a 14 años;2001;0,08
02 Aragón;Ambas nacionalidades;De 10 a 14 años;2000;0,04
02 Aragón;Ambas nacionalidades;De 10 a 14 años;1999;0,04
02 Aragón;Ambas nacionalidades;De 10 a 14 años;1998;0,07
02 Aragón;Ambas nacionalidades;De 10 a 14 años;1997;0,03
